uid	lat	lng	datetime	month	year
164524	51.583285	-0.14720899999999998	2012-04-27 15:28:11	4	2012
181662	51.522413	-0.10846300000000003	2012-04-27 15:32:38	4	2012
825501	51.47817	-0.111418	2012-04-27 15:35:00	4	2012
187543	51.471493	-0.488334	2012-04-27 15:36:19	4	2012
187543	51.47037	-0.487175	2012-04-27 15:36:48	4	2012
8975	51.42921	-0.338387	2012-04-27 15:38:07	4	2012
118857	51.471493	-0.488334	2012-04-27 15:38:20	4	2012
1244267	51.47784	-0.015443	2012-04-27 15:41:38	4	2012
161174	51.503133	-0.11276	2012-04-27 15:43:58	4	2012
172349	51.51218400000001	-0.12313699999999997	2012-04-27 15:45:29	4	2012
19642	51.527259	-0.007344	2012-04-27 15:57:16	4	2012
949038	51.515286	-0.141599	2012-04-27 15:59:27	4	2012
711174	51.483331	-0.481355	2012-04-27 16:04:59	4	2012
1304459	51.438465	-0.397216	2012-04-27 16:10:26	4	2012
8975	51.425233	-0.334394	2012-04-27 16:12:48	4	2012
329245	51.501904	-0.112739	2012-04-27 16:20:43	4	2012
147446	51.511924	-0.093678	2012-04-27 16:26:38	4	2012
207713	51.459429	-0.446749	2012-04-27 16:28:02	4	2012
391289	51.512945	-0.13634100000000002	2012-04-27 16:29:15	4	2012
391289	51.514508	-0.134639	2012-04-27 16:30:01	4	2012
172349	51.513288	-0.140152	2012-04-27 16:30:25	4	2012
1743015	51.5312	-0.126343	2012-04-27 16:32:02	4	2012
1743015	51.530079	-0.124605	2012-04-27 16:32:55	4	2012
170141	51.519204	-0.077961	2012-04-27 16:36:37	4	2012
498188	51.517052	-0.150724	2012-04-27 16:42:03	4	2012
184676	51.52798	-0.133046	2012-04-27 16:42:04	4	2012
184676	51.528557	-0.132909	2012-04-27 16:42:27	4	2012
3275	51.506796	-0.106347	2012-04-27 16:48:16	4	2012
186478	51.444776	0.100872	2012-04-27 16:57:51	4	2012
949038	51.523735	-0.14495	2012-04-27 17:07:39	4	2012
1244267	51.51603400000001	-0.136857	2012-04-27 17:20:49	4	2012
17973	51.561802	-0.14988900000000002	2012-04-27 17:24:11	4	2012
1188617	51.51103300000001	-0.08111	2012-04-27 17:24:22	4	2012
1102672	51.412334	-0.300265	2012-04-27 17:25:43	4	2012
391289	51.535632	-0.205334	2012-04-27 17:26:20	4	2012
126534	51.520379	-0.072061	2012-04-27 17:27:13	4	2012
149894	51.51144	-0.090466	2012-04-27 17:35:51	4	2012
155766	51.514312	-0.098552	2012-04-27 17:40:18	4	2012
513331	51.530779	0.005869	2012-04-27 17:41:44	4	2012
1743015	51.530773	-0.123382	2012-04-27 17:45:54	4	2012
4595	51.471814	-0.449452	2012-04-27 17:46:45	4	2012
7565	51.504883	-0.419369	2012-04-27 17:49:01	4	2012
7565	51.50308	-0.420758	2012-04-27 17:50:18	4	2012
176067	51.490319	-0.213665	2012-04-27 17:51:31	4	2012
7565	51.489923	-0.4349770000000001	2012-04-27 17:53:48	4	2012
7565	51.489536	-0.4350270000000001	2012-04-27 17:54:51	4	2012
128081	51.593823	-0.135467	2012-04-27 17:57:22	4	2012
44061	51.519196	-0.136378	2012-04-27 17:57:48	4	2012
7565	51.480828	-0.434319	2012-04-27 18:00:40	4	2012
883	51.518304	-0.081325	2012-04-27 18:01:05	4	2012
7565	51.480828	-0.434319	2012-04-27 18:01:58	4	2012
193155	51.520307	-0.105153	2012-04-27 18:06:37	4	2012
7565	51.483276	-0.408917	2012-04-27 18:10:19	4	2012
76843	51.506565	-0.116596	2012-04-27 18:14:16	4	2012
172349	51.531767	-0.124197	2012-04-27 18:15:00	4	2012
1459070	51.524233	-0.201149	2012-04-27 18:19:07	4	2012
17973	51.452469	-0.147983	2012-04-27 18:21:20	4	2012
7565	51.484911	-0.405636	2012-04-27 18:21:47	4	2012
267148	51.446667	0.099565	2012-04-27 18:24:10	4	2012
498188	51.516051	-0.15215499999999998	2012-04-27 18:28:50	4	2012
58565	51.535888	-0.103166	2012-04-27 18:31:58	4	2012
1459070	51.531881	-0.24348000000000006	2012-04-27 18:32:36	4	2012
76843	51.5054	-0.116384	2012-04-27 18:33:24	4	2012
1244267	51.5312	-0.126343	2012-04-27 18:43:50	4	2012
17317	51.522703	-0.085487	2012-04-27 18:47:47	4	2012
1113692	51.519933	-0.105057	2012-04-27 18:49:14	4	2012
255767	51.513875	-0.131731	2012-04-27 18:53:15	4	2012
193157	51.519726	-0.154924	2012-04-27 18:56:28	4	2012
1012469	51.491545	-0.194147	2012-04-27 19:00:41	4	2012
202542	51.521295	-0.07177599999999999	2012-04-27 19:00:56	4	2012
88562	51.541295	-0.277781	2012-04-27 19:02:17	4	2012
158121	51.51445	-0.14068	2012-04-27 19:08:25	4	2012
149894	51.374606	0.088426	2012-04-27 19:09:15	4	2012
211121	51.464743	-0.170299	2012-04-27 19:10:22	4	2012
90484	51.471707	-0.457907	2012-04-27 19:13:43	4	2012
753284	51.519192	-0.109048	2012-04-27 19:15:20	4	2012
12968	51.502418	-0.074142	2012-04-27 19:18:08	4	2012
102195	51.547809	-0.18103	2012-04-27 19:19:16	4	2012
485812	51.41209600000001	-0.300386	2012-04-27 19:19:16	4	2012
603790	51.507398	-0.114918	2012-04-27 19:19:41	4	2012
6579	51.505618	-0.091293	2012-04-27 19:21:52	4	2012
155766	51.512717	-0.133399	2012-04-27 19:21:53	4	2012
74423	51.544814	-0.10243900000000003	2012-04-27 19:26:44	4	2012
202542	51.520974	-0.07185	2012-04-27 19:28:56	4	2012
995166	51.515288	-0.12950699999999998	2012-04-27 19:29:39	4	2012
995166	51.515286	-0.132209	2012-04-27 19:30:14	4	2012
1496595	51.501119	-0.19166	2012-04-27 19:35:52	4	2012
17973	51.454131	-0.139764	2012-04-27 19:41:49	4	2012
63227	51.522703	-0.085487	2012-04-27 19:44:15	4	2012
49729	51.524192	-0.076067	2012-04-27 19:49:54	4	2012
753284	51.519719	-0.1057	2012-04-27 19:54:43	4	2012
1608175	51.496524	-0.176505	2012-04-27 19:57:14	4	2012
154867	51.5165	-0.096774	2012-04-27 19:58:47	4	2012
135062	51.501901	-0.16185	2012-04-27 20:01:57	4	2012
155766	51.513127	-0.133741	2012-04-27 20:04:40	4	2012
102195	51.544812	-0.176246	2012-04-27 20:13:08	4	2012
170141	51.51759600000001	-0.065489	2012-04-27 20:22:08	4	2012
17973	51.510198	-0.134668	2012-04-27 20:27:35	4	2012
17973	51.512268	-0.139732	2012-04-27 20:28:51	4	2012
17973	51.512762	-0.140097	2012-04-27 20:31:30	4	2012
118857	51.392008	-0.311355	2012-04-27 20:34:05	4	2012
1459070	51.58289600000001	-0.336289	2012-04-27 20:39:03	4	2012
88562	51.501078	-0.307149	2012-04-27 20:40:25	4	2012
95219	51.462697	-0.209298	2012-04-27 20:43:58	4	2012
164524	51.524133	-0.29253	2012-04-27 20:45:09	4	2012
17973	51.515286	-0.141599	2012-04-27 20:47:07	4	2012
255767	51.525887	-0.08817	2012-04-27 20:48:06	4	2012
167957	51.399602	-0.196996	2012-04-27 20:48:17	4	2012
58565	51.539644	-0.103018	2012-04-27 20:52:44	4	2012
110891	51.410302	-0.024766	2012-04-27 20:59:29	4	2012
484938	51.494368	-0.255293	2012-04-27 21:07:32	4	2012
88562	51.504135	-0.34347300000000003	2012-04-27 21:10:14	4	2012
668453	51.49684600000001	-0.140253	2012-04-27 21:11:32	4	2012
17973	51.590373	-0.102957	2012-04-27 21:17:17	4	2012
17973	51.597201	-0.10986300000000003	2012-04-27 21:18:29	4	2012
110891	51.408549	-0.040684	2012-04-27 21:20:25	4	2012
57693	51.495359	-0.14456	2012-04-27 21:22:14	4	2012
17973	51.589656	-0.105958	2012-04-27 21:31:13	4	2012
853495	51.465411	-0.115013	2012-04-27 21:37:59	4	2012
17802	51.527692	-0.102224	2012-04-27 21:40:23	4	2012
1012469	51.526097	-0.08036499999999999	2012-04-27 21:43:02	4	2012
193157	51.512045	-0.13352	2012-04-27 21:45:51	4	2012
157807	51.502852	0.003154	2012-04-27 21:52:11	4	2012
1608175	51.493267	-0.1759	2012-04-27 22:09:30	4	2012
118857	51.391582	-0.309788	2012-04-27 22:11:59	4	2012
668453	51.488688	-0.099715	2012-04-27 22:13:42	4	2012
49729	51.524306	-0.075498	2012-04-27 22:17:25	4	2012
1276864	51.587781	-0.020657	2012-04-27 22:17:29	4	2012
33731	51.503203000000006	-0.073358	2012-04-27 22:18:28	4	2012
17973	51.581923	-0.10613	2012-04-27 22:24:55	4	2012
17973	51.583123	-0.103126	2012-04-27 22:25:14	4	2012
158121	51.512486	-0.133312	2012-04-27 22:27:14	4	2012
470726	51.523257	-0.101066	2012-04-27 22:31:51	4	2012
46371	51.51164	-0.078986	2012-04-27 23:01:12	4	2012
155201	51.572304	-0.359839	2012-04-27 23:07:31	4	2012
109284	51.537193	-0.141084	2012-04-27 23:08:31	4	2012
157746	51.523257	-0.101066	2012-04-27 23:17:50	4	2012
46371	51.51759600000001	-0.065489	2012-04-27 23:28:43	4	2012
123802	51.549989	-0.075258	2012-04-27 23:32:49	4	2012
202542	51.520802	-0.071814	2012-04-27 23:42:19	4	2012
158121	51.51164	-0.078986	2012-04-28 00:12:41	4	2012
202542	51.526405	-0.127234	2012-04-28 00:19:58	4	2012
85758	51.534679	-0.138355	2012-04-28 00:22:20	4	2012
177216	51.516389	-0.082676	2012-04-28 00:51:41	4	2012
767005	51.439063	0.013031	2012-04-28 04:38:11	4	2012
88562	51.519789	-0.262431	2012-04-28 06:12:52	4	2012
7565	51.483276	-0.408917	2012-04-28 06:56:42	4	2012
1100738	51.470664	-0.457907	2012-04-28 07:22:33	4	2012
54901	51.530773	-0.123382	2012-04-28 08:01:17	4	2012
16285	51.471707	-0.457907	2012-04-28 08:02:53	4	2012
187064	51.471493	-0.488334	2012-04-28 08:03:19	4	2012
7565	51.536501	-0.258024	2012-04-28 08:20:18	4	2012
7565	51.536112	-0.24775	2012-04-28 08:27:11	4	2012
128081	51.622509	-0.041743	2012-04-28 08:27:33	4	2012
202542	51.526405	-0.127234	2012-04-28 08:30:32	4	2012
19487	51.471707	-0.457907	2012-04-28 08:34:02	4	2012
7565	51.536503	-0.246088	2012-04-28 08:40:08	4	2012
711174	51.483331	-0.481355	2012-04-28 08:53:50	4	2012
241335	51.573908	0.182421	2012-04-28 08:54:11	4	2012
22993	51.525605	-0.145494	2012-04-28 09:04:56	4	2012
207713	51.535618	-0.105527	2012-04-28 09:08:39	4	2012
128081	51.598631	-0.138855	2012-04-28 09:27:29	4	2012
128081	51.593823	-0.135467	2012-04-28 09:27:39	4	2012
46114	51.518734	-0.132064	2012-04-28 09:32:24	4	2012
155766	51.539636	-0.013175	2012-04-28 09:35:47	4	2012
1459070	51.58289600000001	-0.336289	2012-04-28 09:37:16	4	2012
241335	51.494677	-0.145226	2012-04-28 09:40:11	4	2012
241335	51.495693	-0.144324	2012-04-28 09:41:11	4	2012
241335	51.49435	-0.14563900000000002	2012-04-28 09:56:01	4	2012
267148	51.456127	0.145395	2012-04-28 09:58:00	4	2012
433467	51.441142	-0.4522850000000001	2012-04-28 10:05:30	4	2012
433467	51.44102700000001	-0.453967	2012-04-28 10:05:49	4	2012
170872	51.514718	-0.301268	2012-04-28 10:06:18	4	2012
348	51.480848	-0.005193	2012-04-28 10:10:52	4	2012
1747922	51.530773	-0.123382	2012-04-28 10:16:18	4	2012
110891	51.408549	-0.040684	2012-04-28 10:17:43	4	2012
7081	51.495359	-0.14456	2012-04-28 10:24:40	4	2012
1747922	51.5312	-0.126343	2012-04-28 10:33:58	4	2012
201080	51.660182	-0.061946	2012-04-28 10:40:46	4	2012
1069064	51.54811	-0.181403	2012-04-28 10:43:21	4	2012
164524	51.58974600000001	-0.145472	2012-04-28 10:56:06	4	2012
204129	51.426196	-0.339542	2012-04-28 10:56:25	4	2012
164348	51.472257	-0.122547	2012-04-28 10:59:45	4	2012
48917	51.53653900000001	-0.103555	2012-04-28 11:03:05	4	2012
167957	51.413241	-0.183506	2012-04-28 11:03:19	4	2012
167957	51.414893	-0.181532	2012-04-28 11:03:41	4	2012
144920	51.54857	-0.092783	2012-04-28 11:09:05	4	2012
267148	51.446667	0.099565	2012-04-28 11:11:26	4	2012
7081	51.501303	-0.142103	2012-04-28 11:14:49	4	2012
1747922	51.522476	-0.163164	2012-04-28 11:15:01	4	2012
433467	51.440625	-0.415	2012-04-28 11:17:44	4	2012
177471	51.578043	0.185995	2012-04-28 11:29:40	4	2012
164348	51.530773	-0.123382	2012-04-28 11:29:55	4	2012
164524	51.583285	-0.14720899999999998	2012-04-28 11:31:45	4	2012
149894	51.54484	-0.008798	2012-04-28 11:32:43	4	2012
66946	51.494864	-0.046949	2012-04-28 11:32:56	4	2012
231315	51.5291	-0.079538	2012-04-28 11:33:58	4	2012
110891	51.512198	-0.123524	2012-04-28 11:35:22	4	2012
7970	51.512911	-0.134257	2012-04-28 11:38:11	4	2012
17040	51.51336	-0.13052	2012-04-28 11:40:13	4	2012
13367	51.516514	-0.177069	2012-04-28 11:40:30	4	2012
134931	51.471493	-0.488334	2012-04-28 11:41:10	4	2012
7970	51.51306	-0.134487	2012-04-28 11:41:15	4	2012
149894	51.54343400000001	-0.00842	2012-04-28 11:46:28	4	2012
17973	51.516169	-0.208991	2012-04-28 11:47:25	4	2012
1306641	51.543026	-0.005665	2012-04-28 11:52:21	4	2012
57693	51.522553	-0.102497	2012-04-28 11:58:39	4	2012
857331	51.51835	-0.140534	2012-04-28 11:59:30	4	2012
7081	51.517836	-0.081861	2012-04-28 12:01:13	4	2012
88562	51.5095	-0.307537	2012-04-28 12:01:33	4	2012
144920	51.514351	-0.152693	2012-04-28 12:13:20	4	2012
110891	51.513039	-0.139072	2012-04-28 12:15:32	4	2012
7081	51.519666	-0.075424	2012-04-28 12:15:59	4	2012
157746	51.459105	-0.012847	2012-04-28 12:16:06	4	2012
159341	51.44354000000001	-0.15295	2012-04-28 12:18:50	4	2012
7081	51.521064	-0.072495	2012-04-28 12:19:04	4	2012
7565	51.538615	-0.252914	2012-04-28 12:23:30	4	2012
26078	51.511574	-0.056133	2012-04-28 12:25:11	4	2012
1244267	51.5312	-0.126343	2012-04-28 12:26:39	4	2012
170872	51.502732	0.004334	2012-04-28 12:30:55	4	2012
155201	51.567244	-0.351445	2012-04-28 12:47:48	4	2012
995166	51.51680800000001	-0.142994	2012-04-28 12:54:19	4	2012
12968	51.507647	-0.022402	2012-04-28 12:56:04	4	2012
7081	51.52064	-0.07251	2012-04-28 13:01:47	4	2012
88562	51.503167	-0.317033	2012-04-28 13:03:12	4	2012
394475	51.523991	-0.163422	2012-04-28 13:03:18	4	2012
1244267	51.651662	-0.149514	2012-04-28 13:05:01	4	2012
13367	51.471707	-0.457907	2012-04-28 13:11:45	4	2012
111240	51.463823	0.028877	2012-04-28 13:12:02	4	2012
425082	51.480548	-0.443348	2012-04-28 13:12:41	4	2012
186478	51.419652	0.109947	2012-04-28 13:15:14	4	2012
173521	51.511751	-0.131133	2012-04-28 13:17:50	4	2012
110891	51.513904	-0.140183	2012-04-28 13:18:05	4	2012
329245	51.532552	-0.105953	2012-04-28 13:19:46	4	2012
255767	51.496067	-0.108662	2012-04-28 13:26:01	4	2012
177835	51.528557	-0.132909	2012-04-28 13:33:21	4	2012
58226	51.562286	-0.197234	2012-04-28 13:35:29	4	2012
111240	51.489913	0.013819	2012-04-28 13:37:05	4	2012
329245	51.532791	-0.106967	2012-04-28 13:39:57	4	2012
8975	51.495359	-0.14456	2012-04-28 13:46:07	4	2012
88441	51.51589	0.07713099999999999	2012-04-28 13:48:22	4	2012
26078	51.37269000000001	-0.10592	2012-04-28 13:51:01	4	2012
394475	51.512979	-0.12423499999999997	2012-04-28 13:54:55	4	2012
201080	51.663988	-0.081357	2012-04-28 13:56:53	4	2012
19487	51.45981	-0.447049	2012-04-28 13:58:23	4	2012
151360	51.500839	-0.098298	2012-04-28 14:02:29	4	2012
90484	51.501303	-0.142103	2012-04-28 14:03:17	4	2012
137320	51.461254	-0.115474	2012-04-28 14:03:53	4	2012
33694	51.509944	-0.086732	2012-04-28 14:05:39	4	2012
267148	51.435402	0.102159	2012-04-28 14:07:18	4	2012
272736	51.527447	-0.08113	2012-04-28 14:12:46	4	2012
157746	51.511687	-0.122031	2012-04-28 14:15:08	4	2012
14402	51.521054	-0.14488199999999998	2012-04-28 14:18:27	4	2012
394475	51.497219	-0.17427	2012-04-28 14:20:14	4	2012
168653	51.511811	-0.131081	2012-04-28 14:20:19	4	2012
177835	51.497219	-0.17427	2012-04-28 14:21:58	4	2012
267148	51.419652	0.109947	2012-04-28 14:29:38	4	2012
163878	51.542513	-0.174989	2012-04-28 14:33:21	4	2012
135062	51.512675	-0.130624	2012-04-28 14:33:42	4	2012
155201	51.556316	-0.388049	2012-04-28 14:38:23	4	2012
2006	51.522813	-0.15536	2012-04-28 14:44:03	4	2012
195276	51.472576	-0.45104	2012-04-28 14:49:34	4	2012
485812	51.411383	-0.301844	2012-04-28 14:50:37	4	2012
173521	51.509277	-0.127593	2012-04-28 14:57:14	4	2012
857331	51.510242	-0.13924	2012-04-28 14:57:56	4	2012
8169	51.420326	-0.204964	2012-04-28 15:00:38	4	2012
155201	51.567244	-0.351445	2012-04-28 15:01:36	4	2012
165578	51.517529	-0.142733	2012-04-28 15:02:41	4	2012
425082	51.481349	-0.44265	2012-04-28 15:27:30	4	2012
170872	51.512522	-0.30561	2012-04-28 15:32:12	4	2012
465969	51.519666	-0.075424	2012-04-28 15:34:05	4	2012
16285	51.494551	-0.182671	2012-04-28 15:39:19	4	2012
391289	51.540966	-0.239054	2012-04-28 15:42:09	4	2012
8169	51.420094	-0.204515	2012-04-28 15:46:46	4	2012
394475	51.4934	-0.175847	2012-04-28 15:46:53	4	2012
110891	51.49957	-0.164167	2012-04-28 15:49:35	4	2012
1244267	51.632303	-0.12775899999999998	2012-04-28 15:52:45	4	2012
173521	51.505564	-0.090884	2012-04-28 15:53:25	4	2012
1106231	51.549206	-0.221599	2012-04-28 15:56:40	4	2012
1713676	51.456989	-0.228805	2012-04-28 16:00:50	4	2012
177835	51.4934	-0.175847	2012-04-28 16:10:46	4	2012
1350060	51.518693	-0.13179200000000002	2012-04-28 16:11:04	4	2012
110891	51.495359	-0.14456	2012-04-28 16:30:18	4	2012
8169	51.425156	-0.216887	2012-04-28 16:30:27	4	2012
4562	51.520261	-0.07276	2012-04-28 16:30:32	4	2012
128081	51.596415	-0.131385	2012-04-28 16:32:34	4	2012
1244267	51.516157	-0.135301	2012-04-28 16:41:29	4	2012
995166	51.514071	-0.131686	2012-04-28 16:56:35	4	2012
164348	51.530773	-0.123382	2012-04-28 16:57:34	4	2012
272736	51.52789	-0.081764	2012-04-28 16:58:42	4	2012
173521	51.495423	-0.145368	2012-04-28 17:10:11	4	2012
8975	51.492456	-0.148823	2012-04-28 17:10:18	4	2012
202542	51.525632	-0.155315	2012-04-28 17:17:16	4	2012
1244267	51.51546	-0.14136300000000002	2012-04-28 17:18:39	4	2012
815756	51.512537	-0.13325499999999998	2012-04-28 17:32:32	4	2012
7565	51.537013	-0.246637	2012-04-28 17:40:59	4	2012
1747922	51.522476	-0.163164	2012-04-28 17:43:30	4	2012
109284	51.521064	-0.072495	2012-04-28 17:49:44	4	2012
7081	51.523127	-0.07522000000000001	2012-04-28 17:55:35	4	2012
740594	51.505809	-0.091437	2012-04-28 17:56:59	4	2012
201080	51.623345	-0.103812	2012-04-28 18:07:18	4	2012
1747922	51.5312	-0.126343	2012-04-28 18:17:31	4	2012
391289	51.536187	-0.237407	2012-04-28 18:20:45	4	2012
1747922	51.530345	-0.125435	2012-04-28 18:22:42	4	2012
857331	51.510242	-0.13924	2012-04-28 18:24:20	4	2012
1244267	51.514399	-0.134694	2012-04-28 18:26:43	4	2012
255767	51.527309	-0.08744	2012-04-28 18:28:32	4	2012
137758	51.52789	-0.081764	2012-04-28 18:28:43	4	2012
177835	51.513951	-0.110591	2012-04-28 18:30:11	4	2012
1747922	51.530773	-0.123382	2012-04-28 18:36:28	4	2012
7081	51.378516	-0.102342	2012-04-28 18:46:23	4	2012
157807	51.543026	-0.005665	2012-04-28 18:47:23	4	2012
7081	51.360333	-0.1498	2012-04-28 18:52:14	4	2012
329245	51.594149	-0.130806	2012-04-28 18:54:29	4	2012
7565	51.511171	-0.37743	2012-04-28 18:58:08	4	2012
14402	51.509825	-0.126755	2012-04-28 19:06:38	4	2012
58565	51.49252	-0.15651199999999998	2012-04-28 19:11:28	4	2012
111494	51.415952	-0.186516	2012-04-28 19:11:39	4	2012
465969	51.51942	-0.071408	2012-04-28 19:20:29	4	2012
180717	51.42715	-0.333774	2012-04-28 19:20:38	4	2012
241335	51.51789	-0.082639	2012-04-28 19:22:44	4	2012
88562	51.51932	-0.265382	2012-04-28 19:27:54	4	2012
163878	51.511413	-0.126858	2012-04-28 19:29:02	4	2012
195276	51.525052	-0.132582	2012-04-28 19:30:51	4	2012
57693	51.515047	-0.195975	2012-04-28 19:36:24	4	2012
1621856	51.462604	-0.114434	2012-04-28 19:42:47	4	2012
685911	51.510452	-0.1294	2012-04-28 19:43:49	4	2012
1069064	51.502332	0.004549	2012-04-28 19:44:58	4	2012
1244267	51.512762	-0.140097	2012-04-28 19:48:45	4	2012
1386078	51.489281	0.016119	2012-04-28 19:53:19	4	2012
107996	51.537141	-0.044554	2012-04-28 19:53:47	4	2012
159341	51.430223	-0.129571	2012-04-28 20:02:35	4	2012
90484	51.525052	-0.132582	2012-04-28 20:05:53	4	2012
7565	51.483276	-0.408917	2012-04-28 20:19:41	4	2012
33694	51.500836	-0.116944	2012-04-28 20:28:42	4	2012
1386078	51.490122	0.01236	2012-04-28 20:36:53	4	2012
121526	51.464067	-0.170486	2012-04-28 20:37:23	4	2012
109284	51.534804	-0.104456	2012-04-28 20:46:34	4	2012
6579	51.526426	-0.06604299999999999	2012-04-28 20:49:07	4	2012
17973	51.583324	-0.111838	2012-04-28 20:51:44	4	2012
857331	51.513138	-0.130173	2012-04-28 20:57:30	4	2012
88562	51.410258	-0.187117	2012-04-28 21:05:26	4	2012
1244267	51.651662	-0.149514	2012-04-28 21:06:40	4	2012
167075	51.492599	-0.232028	2012-04-28 21:25:21	4	2012
8169	51.426369	-0.229829	2012-04-28 21:40:54	4	2012
761346	51.513779	-0.126948	2012-04-28 21:42:08	4	2012
267610	51.463977	-0.132622	2012-04-28 22:01:23	4	2012
185402	51.606321	-0.11677	2012-04-28 22:15:35	4	2012
394475	51.511098	-0.113707	2012-04-28 22:19:50	4	2012
227647	51.57781	-0.147125	2012-04-28 22:42:19	4	2012
20640	51.549179	-0.091628	2012-04-28 22:51:13	4	2012
154867	51.523731	-0.078573	2012-04-28 22:51:53	4	2012
825501	51.513109	-0.13103099999999998	2012-04-28 22:58:34	4	2012
135062	51.57995	-0.098877	2012-04-28 23:09:09	4	2012
1621856	51.492456	-0.148823	2012-04-28 23:11:43	4	2012
157807	51.510108	-0.132351	2012-04-28 23:21:00	4	2012
394475	51.52577	-0.135934	2012-04-28 23:21:29	4	2012
157807	51.509056	-0.133027	2012-04-28 23:23:44	4	2012
761346	51.517809	-0.142942	2012-04-28 23:31:54	4	2012
177835	51.528557	-0.132909	2012-04-28 23:41:51	4	2012
195276	51.515667	-0.175803	2012-04-29 00:03:26	4	2012
267610	51.504602	-0.094585	2012-04-29 00:07:19	4	2012
170141	51.544707	-0.030212	2012-04-29 00:12:54	4	2012
614025	51.486079	-0.121959	2012-04-29 00:18:17	4	2012
168653	51.542596	-0.148476	2012-04-29 00:24:09	4	2012
825501	51.508015	-0.124283	2012-04-29 02:18:01	4	2012
825501	51.47817	-0.111418	2012-04-29 03:14:36	4	2012
255767	51.518322	-0.079683	2012-04-29 03:43:20	4	2012
767005	51.439063	0.013031	2012-04-29 05:54:48	4	2012
1100738	51.470664	-0.457907	2012-04-29 06:20:54	4	2012
7565	51.477522	-0.405849	2012-04-29 06:22:38	4	2012
241335	51.568641	0.178828	2012-04-29 07:17:20	4	2012
172264	51.54811	-0.181403	2012-04-29 08:08:14	4	2012
170141	51.544707	-0.030212	2012-04-29 08:13:15	4	2012
165578	51.517529	-0.142733	2012-04-29 08:33:55	4	2012
157746	51.528557	-0.132909	2012-04-29 08:50:55	4	2012
170141	51.52558	-0.109799	2012-04-29 08:52:24	4	2012
711174	51.483331	-0.481355	2012-04-29 09:00:24	4	2012
195276	51.515667	-0.175803	2012-04-29 09:22:51	4	2012
7565	51.481927	-0.407543	2012-04-29 09:48:21	4	2012
170141	51.525357	-0.11008	2012-04-29 09:49:25	4	2012
88562	51.506562	-0.147817	2012-04-29 09:52:41	4	2012
7565	51.473392	-0.35594000000000003	2012-04-29 10:03:22	4	2012
7565	51.470969	-0.355394	2012-04-29 10:04:49	4	2012
33694	51.522885	-0.158102	2012-04-29 10:05:09	4	2012
329245	51.402677	-0.194501	2012-04-29 10:08:30	4	2012
78911	51.525665	-0.179173	2012-04-29 10:10:57	4	2012
7565	51.470969	-0.355394	2012-04-29 10:13:40	4	2012
7565	51.470191	-0.355978	2012-04-29 10:16:41	4	2012
195276	51.516995	-0.177841	2012-04-29 10:21:59	4	2012
180717	51.425803	-0.338884	2012-04-29 10:34:28	4	2012
165578	51.51431	-0.139185	2012-04-29 10:37:52	4	2012
181662	51.51354600000001	-0.12716	2012-04-29 10:40:12	4	2012
12888	51.481732	-0.191008	2012-04-29 10:42:55	4	2012
169627	51.481732	-0.191008	2012-04-29 10:55:06	4	2012
484938	51.506377	-0.220323	2012-04-29 10:55:51	4	2012
155201	51.57618400000001	-0.224674	2012-04-29 10:57:51	4	2012
1276864	51.529358	-0.069566	2012-04-29 10:58:10	4	2012
7565	51.470732	-0.350182	2012-04-29 11:03:38	4	2012
204129	51.503974	-0.109241	2012-04-29 11:10:43	4	2012
391289	51.536187	-0.237407	2012-04-29 11:13:33	4	2012
12888	51.480152	-0.194449	2012-04-29 11:16:44	4	2012
740594	51.544787	-0.055302	2012-04-29 11:17:15	4	2012
211121	51.474193	-0.183302	2012-04-29 11:21:17	4	2012
195276	51.473979	-0.450182	2012-04-29 11:22:50	4	2012
74423	51.519689	-0.118344	2012-04-29 11:23:24	4	2012
71805	51.471707	-0.457907	2012-04-29 11:30:13	4	2012
965480	51.41542800000001	-0.373801	2012-04-29 11:33:32	4	2012
155201	51.575549	-0.22607800000000006	2012-04-29 11:35:08	4	2012
7565	51.411627	-0.30045	2012-04-29 11:40:21	4	2012
7565	51.412404	-0.29898	2012-04-29 11:46:45	4	2012
267148	51.476854	0.018856	2012-04-29 11:48:15	4	2012
144920	51.543911	-0.008633	2012-04-29 11:52:39	4	2012
267148	51.482813	-0.009613	2012-04-29 11:58:20	4	2012
425082	51.543026	-0.005665	2012-04-29 12:08:29	4	2012
155201	51.576496	-0.22363200000000005	2012-04-29 12:10:27	4	2012
267148	51.48173	-0.010858	2012-04-29 12:10:40	4	2012
135062	51.595068	-0.107996	2012-04-29 12:22:03	4	2012
88562	51.506306	-0.146475	2012-04-29 12:24:42	4	2012
1188617	51.527693	-0.020873	2012-04-29 12:40:17	4	2012
155201	51.57618400000001	-0.224674	2012-04-29 12:40:17	4	2012
126391	51.410372	-0.30840500000000004	2012-04-29 12:41:41	4	2012
7565	51.513537	-0.156147	2012-04-29 12:50:02	4	2012
1188617	51.504629	-0.020299	2012-04-29 12:51:37	4	2012
7565	51.409775	-0.302866	2012-04-29 12:54:17	4	2012
1276864	51.582491	-0.013027	2012-04-29 12:56:23	4	2012
7565	51.409917	-0.304885	2012-04-29 12:56:45	4	2012
425082	51.542838	-0.00471	2012-04-29 13:00:01	4	2012
164524	51.578281	-0.124257	2012-04-29 13:02:00	4	2012
6098	51.471493	-0.488334	2012-04-29 13:03:03	4	2012
